Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9935204982757568 ,0.03223830834031105 ,0.9819375872612 ,0.06397268921136856 ,0.9748031497001648 ,0.07369610667228699, 
