Test Accuracy, Restored Model Test Accuracy 
0.9410526156425476,[0.5064516067504883, 0.5801075100898743, 0.6387096643447876, 0.6365591287612915, 0.6682795882225037, 0.6919354796409607, 0.7306451797485352, 0.7526881694793701, 0.7682795524597168, 0.7924731373786926, 0.7951613068580627, 0.8145161271095276, 0.823118269443512, 0.8435483574867249, 0.8623656034469604, 0.8677419424057007, 0.8698924779891968, 0.8720430135726929, 0.8844085931777954, 0.9010752439498901, 0.9037634134292603, 0.9037634134292603, 0.9150537848472595, 0.9177419543266296]
