Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9516128897666931 ,0.18882054090499878 ,0.9290407299995422 ,0.23240303993225098 ,0.9410526156425476 ,0.21679630875587463, 
