Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9973261952400208 ,0.029207417741417885 ,0.9737274050712585 ,0.10387373715639114 ,0.9854133129119873 ,0.06954824924468994, 
