Test Accuracy, Restored Model Test Accuracy 
0.9215441942214966,[0.5188421607017517, 0.5865647196769714, 0.6679410338401794, 0.7231021523475647, 0.7427635192871094, 0.7809939980506897, 0.820862889289856, 0.8503549695014954, 0.8569087982177734, 0.8776624798774719, 0.8874931931495667, 0.8891316056251526, 0.8951392769813538, 0.8918623924255371, 0.9016930460929871, 0.8880393505096436, 0.8989623188972473, 0.8989623188972473, 0.9016930460929871, 0.9098852872848511, 0.9082468748092651, 0.9038776755332947, 0.9131622314453125, 0.9077007174491882]
