Epoch, Loss, Validation Loss, Accuracy, Validation Accuracy
1, 0.7150902152061462, 0.6710602045059204, 0.5188421607017517, 0.7056276798248291
2, 0.6761519908905029, 0.6243728995323181, 0.5865647196769714, 0.798701286315918
3, 0.6096433997154236, 0.5681266188621521, 0.6679410338401794, 0.8311688303947449
4, 0.5595967769622803, 0.5216232538223267, 0.7231021523475647, 0.887445867061615
5, 0.5379594564437866, 0.479228138923645, 0.7427635192871094, 0.9069263935089111
6, 0.500394344329834, 0.4378461241722107, 0.7809939980506897, 0.9220778942108154
7, 0.45142361521720886, 0.398845911026001, 0.820862889289856, 0.9220778942108154
8, 0.4179760217666626, 0.3703116178512573, 0.8503549695014954, 0.9264069199562073
9, 0.39720937609672546, 0.35145503282546997, 0.8569087982177734, 0.9264069199562073
10, 0.36431294679641724, 0.3406316041946411, 0.8776624798774719, 0.9264069199562073
11, 0.3433445692062378, 0.33156299591064453, 0.8874931931495667, 0.9264069199562073
12, 0.3336969316005707, 0.3235483169555664, 0.8891316056251526, 0.9264069199562073
13, 0.32785093784332275, 0.31944143772125244, 0.8951392769813538, 0.9264069199562073
14, 0.343595027923584, 0.31823232769966125, 0.8918623924255371, 0.9264069199562073
15, 0.32062026858329773, 0.3151903450489044, 0.9016930460929871, 0.9264069199562073
16, 0.32485830783843994, 0.3147013485431671, 0.8880393505096436, 0.9264069199562073
17, 0.31246665120124817, 0.31178051233291626, 0.8989623188972473, 0.9264069199562073
18, 0.2968534529209137, 0.305547833442688, 0.8989623188972473, 0.9264069199562073
19, 0.2938316762447357, 0.30188798904418945, 0.9016930460929871, 0.9264069199562073
20, 0.2836550176143646, 0.2992843985557556, 0.9098852872848511, 0.9264069199562073
21, 0.2937026917934418, 0.2993229925632477, 0.9082468748092651, 0.9264069199562073
22, 0.28487417101860046, 0.299091100692749, 0.9038776755332947, 0.9264069199562073
23, 0.275063157081604, 0.2955937683582306, 0.9131622314453125, 0.9264069199562073
24, 0.27779120206832886, 0.29994142055511475, 0.9077007174491882, 0.9285714030265808
