Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9197160005569458 ,0.28029730916023254 ,0.9285714030265808 ,0.29994142055511475 ,0.9215441942214966 ,0.30608096718788147, 
