Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.968017041683197 ,0.13907408714294434 ,0.9262435436248779 ,0.20941218733787537 ,0.92464679479599 ,0.20530152320861816, 
