Epoch, Loss, Validation Loss, Accuracy, Validation Accuracy
1, 0.7356656789779663, 0.675354540348053, 0.4978494644165039, 0.664914608001709
2, 0.6793584823608398, 0.6501725316047668, 0.5811827778816223, 0.7516425848007202
3, 0.6649974584579468, 0.609436571598053, 0.6086021661758423, 0.7844941020011902
4, 0.6189791560173035, 0.5738580226898193, 0.6586021780967712, 0.7989487648010254
5, 0.5589077472686768, 0.5478939414024353, 0.7053763270378113, 0.789750337600708
6, 0.5517840385437012, 0.5260348320007324, 0.7139784693717957, 0.7989487648010254
7, 0.5339974164962769, 0.49946027994155884, 0.7338709831237793, 0.8015768527984619
8, 0.5012912154197693, 0.47990667819976807, 0.7586021423339844, 0.8134034276008606
9, 0.47189486026763916, 0.45688384771347046, 0.772580623626709, 0.8199737071990967
10, 0.45122453570365906, 0.4356396198272705, 0.7903226017951965, 0.8318002820014954
11, 0.4346386790275574, 0.4141814112663269, 0.7994623780250549, 0.842312753200531
12, 0.40569648146629333, 0.3962664306163788, 0.8166666626930237, 0.8462549448013306
13, 0.37553495168685913, 0.3742049038410187, 0.8338709473609924, 0.862023651599884
14, 0.3701086938381195, 0.3523661494255066, 0.8306451439857483, 0.8804205060005188
15, 0.3356836438179016, 0.3361210227012634, 0.8612903356552124, 0.8830485939979553
16, 0.3138342499732971, 0.31731104850769043, 0.8698924779891968, 0.8975032567977905
17, 0.3032066822052002, 0.29799914360046387, 0.8736559152603149, 0.9172142148017883
18, 0.29089829325675964, 0.28452855348587036, 0.8854838609695435, 0.9067016839981079
19, 0.2707034945487976, 0.2661922872066498, 0.8924731016159058, 0.9211563467979431
20, 0.25421008467674255, 0.2568890452384949, 0.9080645442008972, 0.9237844944000244
21, 0.2389170527458191, 0.25037360191345215, 0.9145161509513855, 0.927726686000824
22, 0.22419583797454834, 0.2389070838689804, 0.9172043204307556, 0.9290407299995422
23, 0.22114206850528717, 0.2331192046403885, 0.9220430254936218, 0.9356110095977783
24, 0.20336829125881195, 0.22621609270572662, 0.9236559271812439, 0.9382391571998596
