Test Accuracy, Restored Model Test Accuracy 
0.9053876399993896,[0.5155913829803467, 0.5639784932136536, 0.6397849321365356, 0.6682795882225037, 0.7091397643089294, 0.7333333492279053, 0.7252688407897949, 0.7381720542907715, 0.7526881694793701, 0.7569892406463623, 0.7779569625854492, 0.7806451320648193, 0.7827957272529602, 0.7876344323158264, 0.8112903237342834, 0.8177419304847717, 0.8338709473609924, 0.8322580456733704, 0.8349462151527405, 0.851075291633606, 0.8634408712387085, 0.8720430135726929, 0.874731183052063, 0.8827956914901733]
