Epoch, Loss, Validation Loss, Accuracy, Validation Accuracy
1, 0.6466072797775269, 0.3344249129295349, 0.7737581133842468, 0.9688013195991516
2, 0.19702422618865967, 0.167307049036026, 0.957883358001709, 0.9688013195991516
3, 0.13352461159229279, 0.13472992181777954, 0.9697624444961548, 0.9688013195991516
4, 0.11946046352386475, 0.12257690727710724, 0.9724621772766113, 0.9688013195991516
5, 0.10638381540775299, 0.11718018352985382, 0.9751619696617126, 0.9688013195991516
6, 0.09232407808303833, 0.10789751261472702, 0.9773218035697937, 0.9688013195991516
7, 0.09025514125823975, 0.09968242049217224, 0.9773218035697937, 0.9688013195991516
8, 0.09357481449842453, 0.09405255317687988, 0.977861762046814, 0.9688013195991516
9, 0.07421288639307022, 0.09076423197984695, 0.9773218035697937, 0.9688013195991516
10, 0.06605558842420578, 0.08290766179561615, 0.9832613468170166, 0.977011501789093
11, 0.06323673576116562, 0.07524862885475159, 0.9848812222480774, 0.9835796356201172
12, 0.04678722098469734, 0.06634892523288727, 0.9886609315872192, 0.9868637323379517
13, 0.044588565826416016, 0.06447935104370117, 0.9892008900642395, 0.9885057210922241
14, 0.0456538163125515, 0.06052388623356819, 0.988120973110199, 0.9885057210922241
15, 0.031374309211969376, 0.05634235218167305, 0.9908207058906555, 0.9885057210922241
16, 0.03051815740764141, 0.05479884520173073, 0.9913606643676758, 0.9885057210922241
17, 0.029141955077648163, 0.05352303385734558, 0.9924405813217163, 0.9885057210922241
18, 0.02478201873600483, 0.051654983311891556, 0.9940604567527771, 0.9885057210922241
19, 0.02980482019484043, 0.05266909301280975, 0.991900622844696, 0.9885057210922241
20, 0.015304194763302803, 0.05035409331321716, 0.9973002076148987, 0.9885057210922241
21, 0.025766506791114807, 0.05171326920390129, 0.9935204982757568, 0.9885057210922241
22, 0.02803712897002697, 0.0537247359752655, 0.9929805397987366, 0.9885057210922241
23, 0.021314045414328575, 0.051742393523454666, 0.9929805397987366, 0.9885057210922241
24, 0.0163456741720438, 0.05208224803209305, 0.9946004152297974, 0.9885057210922241
25, 0.01620377227663994, 0.052923236042261124, 0.9956803321838379, 0.9885057210922241
26, 0.02015308290719986, 0.05330568924546242, 0.9940604567527771, 0.9868637323379517
27, 0.011647089384496212, 0.05101583153009415, 0.9962202906608582, 0.9885057210922241
28, 0.016397757455706596, 0.05178867653012276, 0.9951403737068176, 0.9885057210922241
29, 0.012025543488562107, 0.05050589516758919, 0.9962202906608582, 0.9868637323379517
30, 0.010979443788528442, 0.050888851284980774, 0.9967602491378784, 0.9885057210922241
31, 0.0069505940191447735, 0.05063510313630104, 0.9983801245689392, 0.9868637323379517
32, 0.009551739320158958, 0.05157990753650665, 0.9973002076148987, 0.9868637323379517
33, 0.015973392874002457, 0.05654967203736305, 0.9951403737068176, 0.9852216839790344
34, 0.009052435867488384, 0.055316463112831116, 0.9967602491378784, 0.9852216839790344
35, 0.010620800778269768, 0.0560724176466465, 0.9967602491378784, 0.9885057210922241
36, 0.011044180020689964, 0.05760106444358826, 0.9962202906608582, 0.9885057210922241
37, 0.009599444456398487, 0.05826011672616005, 0.9973002076148987, 0.9852216839790344
38, 0.011973290704190731, 0.06385911256074905, 0.9956803321838379, 0.9868637323379517
39, 0.005816363263875246, 0.06141779571771622, 0.9989200830459595, 0.9868637323379517
40, 0.007619747892022133, 0.06322794407606125, 0.9983801245689392, 0.9868637323379517
41, 0.010044527240097523, 0.06430664658546448, 0.9973002076148987, 0.9868637323379517
42, 0.005950242280960083, 0.06645270437002182, 0.9967602491378784, 0.9835796356201172
43, 0.007094230968505144, 0.07479270547628403, 0.997840166091919, 0.9802955389022827
44, 0.00452566659078002, 0.06695142388343811, 0.9994600415229797, 0.9835796356201172
45, 0.011174301616847515, 0.07083842903375626, 0.9967602491378784, 0.9802955389022827
46, 0.007516834884881973, 0.0671735629439354, 0.9983801245689392, 0.9852216839790344
47, 0.00338325765915215, 0.07219567149877548, 0.9994600415229797, 0.9819375872612
48, 0.006331123411655426, 0.07353918999433517, 0.9983801245689392, 0.9835796356201172
49, 0.004375020507723093, 0.07682088017463684, 0.9989200830459595, 0.9819375872612
50, 0.004505463410168886, 0.08027079701423645, 0.9983801245689392, 0.9819375872612
51, 0.005170636344701052, 0.07686678320169449, 0.9983801245689392, 0.9835796356201172
52, 0.006108657922595739, 0.0812397375702858, 0.997840166091919, 0.9819375872612
53, 0.0023439947981387377, 0.08415541797876358, 0.9989200830459595, 0.9819375872612
54, 0.005506962072104216, 0.08120611310005188, 0.997840166091919, 0.9852216839790344
55, 0.0018137256847694516, 0.08380646258592606, 0.9994600415229797, 0.9852216839790344
56, 0.005198271479457617, 0.09372708946466446, 0.9989200830459595, 0.9737274050712585
57, 0.0027896009851247072, 0.09392700344324112, 0.9989200830459595, 0.9802955389022827
