Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9192031025886536 ,0.2916075587272644 ,0.9303797483444214 ,0.2969838082790375 ,0.9117199182510376 ,0.3234054446220398, 
