Filename, Number of Infected, Total Number, Infection Percentage
Verilog3/Infected/Inf_gate_level_1523_in64_out32_gates38.v, 2909, 74689, 0.03894817175219912
Verilog3/Infected/Inf_gate_level_464_in4_out16_gates43.v, 9334, 68820, 0.13562917756466145
Verilog3/Infected/Inf_gate_level_1244_in32_out16_gates49.v, 1904, 69638, 0.02734139406645797
Verilog3/Infected/Inf_gate_level_1539_in64_out32_gates54.v, 3037, 92600, 0.03279697624190065
Verilog3/Infected/Inf_gate_level_1388_in64_out4_gates39.v, 2948, 49162, 0.05996501362841219
Verilog3/Infected/Inf_gate_level_305_in4_out2_gates48.v, 1995, 55817, 0.03574179909346615
Verilog3/Infected/Inf_gate_level_896_in16_out4_gates63.v, 5924, 75783, 0.07817056595806447
Verilog3/Infected/Inf_gate_level_1103_in32_out4_gates12.v, 3250, 19213, 0.16915630042158955
Verilog3/Infected/Inf_gate_level_1142_in32_out4_gates51.v, 1893, 60264, 0.03141178813221824
Verilog3/Infected/Inf_gate_level_648_in8_out8_gates17.v, 3172, 28639, 0.11075805719473446
Verilog3/Infected/Inf_gate_level_1415_in64_out8_gates10.v, 2097, 19460, 0.10775950668036999
Verilog3/Infected/Inf_gate_level_290_in4_out2_gates33.v, 1954, 39652, 0.049278724906688186
Verilog3/Infected/Inf_gate_level_225_in2_out16_gates62.v, 2984, 85927, 0.03472715211749508
Verilog3/Infected/Inf_gate_level_171_in2_out8_gates56.v, 8564, 75244, 0.11381638403062039
Verilog3/Infected/Inf_gate_level_11_in2_out2_gates12.v, 1974, 16993, 0.11616547990348967
Verilog3/Infected/Inf_gate_level_618_in8_out4_gates43.v, 3012, 52804, 0.05704113324748125
Verilog3/Infected/Inf_gate_level_164_in2_out8_gates49.v, 2850, 63850, 0.04463586530931871
Verilog3/Infected/Inf_gate_level_847_in16_out4_gates14.v, 3189, 21182, 0.15055235577377019
Verilog3/Infected/Inf_gate_level_1527_in64_out32_gates42.v, 3139, 80153, 0.039162601524584235
Verilog3/Infected/Inf_gate_level_1256_in32_out16_gates61.v, 3239, 83438, 0.038819243030753375
Verilog3/Infected/Inf_gate_level_196_in2_out16_gates33.v, 2920, 53957, 0.05411716737402005
Verilog3/Infected/Inf_gate_level_393_in4_out8_gates20.v, 3190, 32639, 0.0977358374950213
Verilog3/Infected/Inf_gate_level_1519_in64_out32_gates34.v, 3130, 70636, 0.044311682428223566
Verilog3/Infected/Inf_gate_level_481_in4_out16_gates60.v, 1997, 81839, 0.02440156893412676
Verilog3/Infected/Inf_gate_level_1431_in64_out8_gates26.v, 2191, 37018, 0.05918742233508023
Verilog3/Infected/Inf_gate_level_606_in8_out4_gates31.v, 2893, 39660, 0.07294503277861826
Verilog3/Infected/Inf_gate_level_468_in4_out16_gates47.v, 2857, 69997, 0.04081603497292741
Verilog3/Infected/Inf_gate_level_1207_in32_out8_gates60.v, 3022, 75485, 0.040034443929257466
Verilog3/Infected/Inf_gate_level_313_in4_out2_gates56.v, 2983, 65463, 0.04556772527992912
Verilog3/Infected/Inf_gate_level_1217_in32_out16_gates22.v, 2049, 39767, 0.051525133904996606
Verilog3/Infected/Inf_gate_level_769_in8_out32_gates58.v, 3056, 95132, 0.03212378589748981
Verilog3/Infected/Inf_gate_level_1508_in64_out16_gates55.v, 3101, 76427, 0.040574666021170526
Verilog3/Infected/Inf_gate_level_961_in16_out16_gates24.v, 2984, 43280, 0.0689463955637708
Verilog3/Infected/Inf_gate_level_680_in8_out8_gates49.v, 2754, 62317, 0.04419339827013496
Verilog3/Infected/Inf_gate_level_135_in2_out8_gates20.v, 2984, 32948, 0.09056695398810247
Verilog3/Infected/Inf_gate_level_993_in16_out16_gates56.v, 2994, 77554, 0.038605358846739046
Verilog3/Infected/Inf_gate_level_635_in8_out4_gates60.v, 4150, 71112, 0.05835864551693104
Verilog3/Infected/Inf_gate_level_984_in16_out16_gates47.v, 3038, 67004, 0.04534057668198913
Verilog3/Infected/Inf_gate_level_1501_in64_out16_gates48.v, 1974, 68297, 0.028903172906569834
Verilog3/Infected/Inf_gate_level_44_in2_out2_gates45.v, 3049, 54858, 0.05557986073134274
Verilog3/Infected/Inf_gate_level_1025_in16_out32_gates56.v, 2089, 92622, 0.022554036837900283
Verilog3/Infected/Inf_gate_level_859_in16_out4_gates26.v, 2054, 33482, 0.06134639507795233
Verilog3/Infected/Inf_gate_level_570_in8_out2_gates55.v, 2073, 62444, 0.03319774517968099
Verilog3/Infected/Inf_gate_level_104_in2_out4_gates45.v, 2881, 56619, 0.05088397887634893
Verilog3/Infected/Inf_gate_level_494_in4_out32_gates41.v, 3008, 79325, 0.03791994957453514
Verilog3/Infected/Inf_gate_level_506_in4_out32_gates53.v, 3014, 93638, 0.03218778700954741
Verilog3/Infected/Inf_gate_level_1437_in64_out8_gates32.v, 3148, 44659, 0.07048971092053113
Verilog3/Infected/Inf_gate_level_1143_in32_out4_gates52.v, 2938, 62061, 0.047340519811153545
Verilog3/Infected/Inf_gate_level_867_in16_out4_gates34.v, 3116, 42857, 0.07270690902303008
Verilog3/Infected/Inf_gate_level_292_in4_out2_gates35.v, 2116, 41378, 0.05113828604572478
Verilog3/Infected/Inf_gate_level_928_in16_out8_gates39.v, 2020, 50872, 0.039707501179430726
Verilog3/Infected/Inf_gate_level_87_in2_out4_gates28.v, 2190, 36391, 0.06017971476463961
Verilog3/Infected/Inf_gate_level_200_in2_out16_gates37.v, 2885, 58376, 0.04942099492942305
Verilog3/Infected/Inf_gate_level_872_in16_out4_gates39.v, 3274, 48646, 0.06730255313900424
Verilog3/Infected/Inf_gate_level_427_in4_out8_gates54.v, 2977, 68992, 0.04314993042671614
Verilog3/Infected/Inf_gate_level_77_in2_out4_gates18.v, 2075, 25544, 0.08123238333855308
Verilog3/Infected/Inf_gate_level_431_in4_out8_gates58.v, 2190, 73512, 0.02979105452171074
Verilog3/Infected/Inf_gate_level_14_in2_out2_gates15.v, 2748, 21499, 0.12781989859993487
Verilog3/Infected/Inf_gate_level_543_in8_out2_gates28.v, 2221, 33962, 0.06539661975148696
Verilog3/Infected/Inf_gate_level_1412_in64_out4_gates63.v, 4216, 75565, 0.05579302587176603
Verilog3/Infected/Inf_gate_level_354_in4_out4_gates37.v, 7103, 49306, 0.1440595465054963
Verilog3/Infected/Inf_gate_level_802_in16_out2_gates29.v, 3109, 35788, 0.08687269475801945
Verilog3/Infected/Inf_gate_level_832_in16_out2_gates59.v, 2184, 66110, 0.03303584934200575
Verilog3/Infected/Inf_gate_level_120_in2_out4_gates61.v, 4156, 75148, 0.0553041997125672
Verilog3/Infected/Inf_gate_level_385_in4_out8_gates12.v, 2135, 22374, 0.0954232591400733
Verilog3/Infected/Inf_gate_level_1246_in32_out16_gates51.v, 1911, 71542, 0.02671158200777166
Verilog3/Infected/Inf_gate_level_245_in2_out32_gates50.v, 3034, 90769, 0.03342550870892045
Verilog3/Infected/Inf_gate_level_691_in8_out8_gates60.v, 3104, 74587, 0.04161583117701476
Verilog3/Infected/Inf_gate_level_1036_in32_out2_gates5.v, 2064, 8257, 0.24996972265956158
Verilog3/Infected/Inf_gate_level_791_in16_out2_gates18.v, 2008, 22579, 0.08893219363125028
Verilog3/Infected/Inf_gate_level_25_in2_out2_gates26.v, 3082, 33457, 0.09211824132468542
Verilog3/Infected/Inf_gate_level_295_in4_out2_gates38.v, 2968, 46174, 0.06427859834538918
Verilog3/Infected/Inf_gate_level_410_in4_out8_gates37.v, 2178, 50240, 0.043351910828025475
Verilog3/Infected/Inf_gate_level_524_in8_out2_gates9.v, 2934, 13748, 0.21341286005237126
Verilog3/Infected/Inf_gate_level_1017_in16_out32_gates48.v, 2953, 85751, 0.03443691618756633
Verilog3/Infected/Inf_gate_level_1513_in64_out16_gates60.v, 6052, 84051, 0.07200390239259498
Verilog3/Infected/Inf_gate_level_1001_in16_out32_gates32.v, 2086, 66097, 0.0315596774437569
Verilog3/Infected/Inf_gate_level_703_in8_out16_gates24.v, 2221, 41594, 0.05339712458527672
Verilog3/Infected/Inf_gate_level_658_in8_out8_gates27.v, 2825, 38821, 0.07276989258391077
Verilog3/Infected/Inf_gate_level_752_in8_out32_gates41.v, 3080, 77229, 0.039881391705188465
Verilog3/Infected/Inf_gate_level_1518_in64_out32_gates33.v, 3072, 69291, 0.04433476209031476
Verilog3/Infected/Inf_gate_level_923_in16_out8_gates34.v, 2171, 45560, 0.04765144863915716
Verilog3/Infected/Inf_gate_level_717_in8_out16_gates38.v, 3259, 58056, 0.056135455422350836
Verilog3/Infected/Inf_gate_level_1316_in64_out2_gates27.v, 2865, 33624, 0.08520699500356888
Verilog3/Infected/Inf_gate_level_1310_in64_out2_gates21.v, 4908, 28337, 0.17320111514980413
Verilog3/Infected/Inf_gate_level_815_in16_out2_gates42.v, 2211, 48258, 0.04581623772224294
Verilog3/Infected/Inf_gate_level_1464_in64_out8_gates59.v, 3047, 74652, 0.04081605315329797
Verilog3/Infected/Inf_gate_level_1314_in64_out2_gates25.v, 2884, 31650, 0.0911216429699842
Verilog3/Infected/Inf_gate_level_566_in8_out2_gates51.v, 3027, 59367, 0.050987922583253326
Verilog3/Infected/Inf_gate_level_205_in2_out16_gates42.v, 2155, 63116, 0.034143481842955826
Verilog3/Infected/Inf_gate_level_1202_in32_out8_gates55.v, 6897, 72240, 0.0954734219269103
Verilog3/Infected/Inf_gate_level_439_in4_out16_gates18.v, 3074, 38301, 0.08025900107046813
Verilog3/Infected/Inf_gate_level_726_in8_out16_gates47.v, 2896, 67923, 0.04263651487714029
Verilog3/Infected/Inf_gate_level_1435_in64_out8_gates30.v, 2993, 42458, 0.07049319327335249
Verilog3/Infected/Inf_gate_level_950_in16_out8_gates61.v, 2095, 74734, 0.028032756175234833
Verilog3/Infected/Inf_gate_level_612_in8_out4_gates37.v, 2901, 45480, 0.06378627968337731
Verilog3/Infected/Inf_gate_level_1192_in32_out8_gates45.v, 2117, 57988, 0.03650755328688694
Verilog3/Infected/Inf_gate_level_1433_in64_out8_gates28.v, 2710, 40370, 0.06712905622987367
Verilog3/Infected/Inf_gate_level_1028_in16_out32_gates59.v, 2247, 94202, 0.023852996751661325
Verilog3/Infected/Inf_gate_level_1146_in32_out4_gates55.v, 3877, 66479, 0.058319168459212686
Verilog3/Infected/Inf_gate_level_374_in4_out4_gates57.v, 2757, 69648, 0.039584769124741556
Verilog3/Infected/Inf_gate_level_255_in2_out32_gates60.v, 2292, 99417, 0.023054407193940675
Verilog3/Infected/Inf_gate_level_209_in2_out16_gates46.v, 1954, 67002, 0.029163308557953495
Verilog3/Infected/Inf_gate_level_1348_in64_out2_gates59.v, 2879, 67995, 0.04234134862857563
Verilog3/Infected/Inf_gate_level_138_in2_out8_gates23.v, 3268, 36186, 0.09031117006577129
Verilog3/Infected/Inf_gate_level_194_in2_out16_gates31.v, 6496, 54871, 0.11838676167738879
Verilog3/Infected/Inf_gate_level_650_in8_out8_gates19.v, 2200, 29682, 0.07411899467690856
Verilog3/Infected/Inf_gate_level_86_in2_out4_gates27.v, 3181, 36302, 0.08762602611426368
Verilog3/Infected/Inf_gate_level_1511_in64_out16_gates58.v, 2756, 80311, 0.03431659423989242
Verilog3/Infected/Inf_gate_level_1160_in32_out8_gates13.v, 3033, 23788, 0.12750126114007063
Verilog3/Infected/Inf_gate_level_175_in2_out8_gates60.v, 3112, 76169, 0.04085651643056887
Verilog3/Infected/Inf_gate_level_15_in2_out2_gates16.v, 3127, 22664, 0.13797211436639606
Verilog3/Infected/Inf_gate_level_605_in8_out4_gates30.v, 3225, 38682, 0.08337211105940748
Verilog3/Infected/Inf_gate_level_452_in4_out16_gates31.v, 3015, 52438, 0.057496472024104656
Verilog3/Infected/Inf_gate_level_480_in4_out16_gates59.v, 2878, 82446, 0.03490769715935279
Verilog3/Infected/Inf_gate_level_1179_in32_out8_gates32.v, 2227, 43695, 0.05096692985467445
Verilog3/Infected/Inf_gate_level_112_in2_out4_gates53.v, 3086, 65314, 0.04724867562850231
Verilog3/Infected/Inf_gate_level_797_in16_out2_gates24.v, 3275, 30591, 0.10705763132947599
Verilog3/Infected/Inf_gate_level_738_in8_out16_gates59.v, 3031, 82035, 0.03694764429816542
Verilog3/Infected/Inf_gate_level_533_in8_out2_gates18.v, 3022, 23436, 0.12894691926949992
Verilog3/Infected/Inf_gate_level_1504_in64_out16_gates51.v, 3056, 71897, 0.04250525056678304
Verilog3/Infected/Inf_gate_level_591_in8_out4_gates16.v, 3098, 23432, 0.13221235916695118
Verilog3/Infected/Inf_gate_level_1016_in16_out32_gates47.v, 3901, 85516, 0.045617194443145145
Verilog3/Infected/Inf_gate_level_1395_in64_out4_gates46.v, 2979, 55587, 0.05359166711641211
Verilog3/Infected/Inf_gate_level_1228_in32_out16_gates33.v, 1852, 52562, 0.035234580114911915
Verilog3/Infected/Inf_gate_level_804_in16_out2_gates31.v, 2978, 36599, 0.08136834339736058
Verilog3/Infected/Inf_gate_level_774_in8_out32_gates63.v, 2220, 101092, 0.021960194674158193
Verilog3/Infected/Inf_gate_level_149_in2_out8_gates34.v, 3102, 47622, 0.06513796144639032
Verilog3/Infected/Inf_gate_level_662_in8_out8_gates31.v, 3133, 44001, 0.07120292720619986
Verilog3/Infected/Inf_gate_level_880_in16_out4_gates47.v, 2902, 57082, 0.05083914368802775
Verilog3/Infected/Inf_gate_level_243_in2_out32_gates48.v, 3017, 89381, 0.03375437732851501
Verilog3/Infected/Inf_gate_level_1247_in32_out16_gates52.v, 2923, 72655, 0.04023122978459844
Verilog3/Infected/Inf_gate_level_224_in2_out16_gates61.v, 4876, 84478, 0.057719169487914015
Verilog3/Infected/Inf_gate_level_854_in16_out4_gates21.v, 3245, 28839, 0.11252123860050627
Verilog3/Infected/Inf_gate_level_54_in2_out2_gates55.v, 6441, 67590, 0.09529516200621393
Verilog3/Infected/Inf_gate_level_1114_in32_out4_gates23.v, 3205, 31536, 0.1016298833079655
Verilog3/Infected/Inf_gate_level_1126_in32_out4_gates35.v, 3087, 44342, 0.06961796941951197
Verilog3/Infected/Inf_gate_level_105_in2_out4_gates46.v, 3199, 57652, 0.05548810101991258
Verilog3/Infected/Inf_gate_level_498_in4_out32_gates45.v, 1942, 83316, 0.02330884824043401
Verilog3/Infected/Inf_gate_level_919_in16_out8_gates30.v, 3136, 41917, 0.07481451439749982
Verilog3/Infected/Inf_gate_level_81_in2_out4_gates22.v, 2112, 30462, 0.06933228284419933
Verilog3/Infected/Inf_gate_level_569_in8_out2_gates54.v, 2772, 62202, 0.04456448345712356
Verilog3/Infected/Inf_gate_level_552_in8_out2_gates37.v, 2136, 44100, 0.048435374149659864
Verilog3/Infected/Inf_gate_level_338_in4_out4_gates21.v, 3152, 30120, 0.10464807436918991
Verilog3/Infected/Inf_gate_level_673_in8_out8_gates42.v, 3027, 55724, 0.05432129782499462
Verilog3/Infected/Inf_gate_level_1401_in64_out4_gates52.v, 3124, 62783, 0.04975869263972731
Verilog3/Infected/Inf_gate_level_115_in2_out4_gates56.v, 3027, 67925, 0.044563857195436145
Verilog3/Infected/Inf_gate_level_725_in8_out16_gates46.v, 3202, 66324, 0.048278149689403534
Verilog3/Infected/Inf_gate_level_1385_in64_out4_gates36.v, 2919, 45413, 0.06427674894853896
Verilog3/Infected/Inf_gate_level_1249_in32_out16_gates54.v, 2983, 76412, 0.03903837093650212
Verilog3/Infected/Inf_gate_level_1363_in64_out4_gates14.v, 3155, 21495, 0.1467783205396604
Verilog3/Infected/Inf_gate_level_958_in16_out16_gates21.v, 3159, 39408, 0.08016138855054811
Verilog3/Infected/Inf_gate_level_624_in8_out4_gates49.v, 3084, 58637, 0.05259477804116854
Verilog3/Infected/Inf_gate_level_168_in2_out8_gates53.v, 3059, 69174, 0.044221817445861164
Verilog3/Infected/Inf_gate_level_1392_in64_out4_gates43.v, 3156, 52821, 0.05974896348043392
Verilog3/Infected/Inf_gate_level_745_in8_out32_gates34.v, 2188, 68725, 0.03183703164787195
Verilog3/Infected/Inf_gate_level_435_in4_out8_gates62.v, 2840, 78267, 0.03628604648191447
Verilog3/Infected/Inf_gate_level_46_in2_out2_gates47.v, 2280, 55571, 0.041028594050853864
Verilog3/Infected/Inf_gate_level_386_in4_out8_gates13.v, 2909, 24635, 0.1180840267911508
Verilog3/Infected/Inf_gate_level_1111_in32_out4_gates20.v, 2021, 27180, 0.0743561442236939
Verilog3/Infected/Inf_gate_level_1485_in64_out16_gates32.v, 2134, 51126, 0.04174001486523491
Verilog3/Infected/Inf_gate_level_249_in2_out32_gates54.v, 3007, 94297, 0.03188860727276584
Verilog3/Infected/Inf_gate_level_76_in2_out4_gates17.v, 3236, 25898, 0.12495173372461194
Verilog3/Infected/Inf_gate_level_541_in8_out2_gates26.v, 3014, 32280, 0.09337050805452292
Verilog3/Infected/Inf_gate_level_455_in4_out16_gates34.v, 4130, 56717, 0.07281767371334873
Verilog3/Infected/Inf_gate_level_273_in4_out2_gates16.v, 2021, 21536, 0.09384286775631501
Verilog3/Infected/Inf_gate_level_1145_in32_out4_gates54.v, 2891, 66028, 0.04378445507966317
Verilog3/Infected/Inf_gate_level_1447_in64_out8_gates42.v, 3058, 55378, 0.05522048466900213
Verilog3/Infected/Inf_gate_level_102_in2_out4_gates43.v, 3046, 54443, 0.05594842312142975
Verilog3/Infected/Inf_gate_level_404_in4_out8_gates31.v, 1985, 43577, 0.045551552424444086
Verilog3/Infected/Inf_gate_level_451_in4_out16_gates30.v, 3219, 51416, 0.06260697059281158
Verilog3/Infected/Inf_gate_level_267_in4_out2_gates10.v, 3020, 15564, 0.19403752248779235
Verilog3/Infected/Inf_gate_level_892_in16_out4_gates59.v, 2924, 69482, 0.04208284159926312
Verilog3/Infected/Inf_gate_level_158_in2_out8_gates43.v, 2041, 56511, 0.036116862203818725
Verilog3/Infected/Inf_gate_level_1169_in32_out8_gates22.v, 3434, 34279, 0.10017795151550513
Verilog3/Infected/Inf_gate_level_713_in8_out16_gates34.v, 2079, 53052, 0.03918796652341099
Verilog3/Infected/Inf_gate_level_675_in8_out8_gates44.v, 3978, 58730, 0.06773369657755832
Verilog3/Infected/Inf_gate_level_1154_in32_out4_gates63.v, 2103, 73271, 0.028701669146046868
Verilog3/Infected/Inf_gate_level_1196_in32_out8_gates49.v, 3194, 63558, 0.05025331193555493
Verilog3/Infected/Inf_gate_level_98_in2_out4_gates39.v, 2904, 49670, 0.058465874773505136
Verilog3/Infected/Inf_gate_level_768_in8_out32_gates57.v, 3121, 95489, 0.032684392966729155
Verilog3/Infected/Inf_gate_level_1403_in64_out4_gates54.v, 3062, 65006, 0.04710334430667938
Verilog3/Infected/Inf_gate_level_133_in2_out8_gates18.v, 3368, 30599, 0.11006895650184646
Verilog3/Infected/Inf_gate_level_1133_in32_out4_gates42.v, 3289, 52115, 0.06311042885925357
Verilog3/Infected/Inf_gate_level_36_in2_out2_gates37.v, 3049, 45074, 0.06764431823224032
Verilog3/Infected/Inf_gate_level_487_in4_out32_gates34.v, 3086, 72879, 0.042344159497248866
Verilog3/Infected/Inf_gate_level_865_in16_out4_gates32.v, 2885, 40679, 0.07092111408835025
Verilog3/Infected/Inf_gate_level_367_in4_out4_gates50.v, 2919, 61566, 0.04741253289153104
Verilog3/Infected/Inf_gate_level_968_in16_out16_gates31.v, 2104, 49775, 0.04227021597187343
Verilog3/Infected/Inf_gate_level_1020_in16_out32_gates51.v, 9291, 91374, 0.10168100334887385
Verilog3/Infected/Inf_gate_level_519_in8_out2_gates4.v, 2128, 7270, 0.29270976616231087
Verilog3/Infected/Inf_gate_level_877_in16_out4_gates44.v, 2039, 51633, 0.03949024848449635
Verilog3/Infected/Inf_gate_level_1272_in32_out32_gates45.v, 2157, 81842, 0.026355660907602455
Verilog3/Infected/Inf_gate_level_281_in4_out2_gates24.v, 3178, 31742, 0.10011971520383088
Verilog3/Infected/Inf_gate_level_578_in8_out2_gates63.v, 3047, 71215, 0.04278592993049217
Verilog3/Infected/Inf_gate_level_518_in8_out2_gates3.v, 3067, 7250, 0.4230344827586207
Verilog3/Infected/Inf_gate_level_1531_in64_out32_gates46.v, 3082, 83764, 0.03679384938637123
Verilog3/Infected/Inf_gate_level_700_in8_out16_gates21.v, 2791, 38941, 0.07167253023805244
Verilog3/Infected/Inf_gate_level_979_in16_out16_gates42.v, 5032, 62924, 0.0799694870001907
Verilog3/Infected/Inf_gate_level_988_in16_out16_gates51.v, 2038, 70175, 0.02904168151050944
Verilog3/Infected/Inf_gate_level_1529_in64_out32_gates44.v, 3055, 81197, 0.03762454277867409
Verilog3/Infected/Inf_gate_level_536_in8_out2_gates21.v, 3042, 26677, 0.11403081305993927
Verilog3/Infected/Inf_gate_level_1350_in64_out2_gates61.v, 3106, 70938, 0.04378471341171163
Verilog3/Infected/Inf_gate_level_891_in16_out4_gates58.v, 3099, 69428, 0.0446361698450193
Verilog3/Infected/Inf_gate_level_1152_in32_out4_gates61.v, 2040, 70200, 0.02905982905982906
Verilog3/Infected/Inf_gate_level_793_in16_out2_gates20.v, 3206, 25499, 0.12573042080081573
Verilog3/Infected/Inf_gate_level_320_in4_out2_gates63.v, 3182, 74067, 0.042961102785316
Verilog3/Infected/Inf_gate_level_1063_in32_out2_gates32.v, 1912, 38190, 0.05006546216286986
Verilog3/Infected/Inf_gate_level_1193_in32_out8_gates46.v, 2186, 58273, 0.03751308496216087
Verilog3/Infected/Inf_gate_level_1422_in64_out8_gates17.v, 2011, 26815, 0.07499533842998322
Verilog3/Infected/Inf_gate_level_572_in8_out2_gates57.v, 2975, 66086, 0.04501709893169507
Verilog3/Infected/Inf_gate_level_465_in4_out16_gates44.v, 6157, 67840, 0.09075766509433962
Verilog3/Infected/Inf_gate_level_631_in8_out4_gates56.v, 2965, 66883, 0.04433114543306969
Verilog3/Infected/Inf_gate_level_600_in8_out4_gates25.v, 2813, 32700, 0.08602446483180429
Verilog3/Infected/Inf_gate_level_881_in16_out4_gates48.v, 2892, 58137, 0.049744568863202436
Verilog3/Infected/Inf_gate_level_996_in16_out16_gates59.v, 6097, 83505, 0.07301359200047901
Verilog3/Infected/Inf_gate_level_470_in4_out16_gates49.v, 6090, 74006, 0.08229062508445262
Verilog3/Infected/Inf_gate_level_405_in4_out8_gates32.v, 2924, 45448, 0.06433726456609752
Verilog3/Infected/Inf_gate_level_499_in4_out32_gates46.v, 3041, 84412, 0.036025683552101596
Verilog3/Infected/Inf_gate_level_237_in2_out32_gates42.v, 3352, 82482, 0.040639169758250285
Verilog3/Infected/Inf_gate_level_107_in2_out4_gates48.v, 6027, 61632, 0.09779010903426791
Verilog3/Infected/Inf_gate_level_1109_in32_out4_gates18.v, 4167, 26831, 0.15530543028586336
Verilog3/Infected/Inf_gate_level_1537_in64_out32_gates52.v, 6025, 91704, 0.06570051469946785
Verilog3/Infected/Inf_gate_level_55_in2_out2_gates56.v, 4903, 66839, 0.07335537635212974
Verilog3/Infected/Inf_gate_level_1090_in32_out2_gates59.v, 2076, 66337, 0.03129475255136651
Verilog3/Infected/Inf_gate_level_739_in8_out16_gates60.v, 1983, 80127, 0.024748212213111687
Verilog3/Infected/Inf_gate_level_805_in16_out2_gates32.v, 3076, 39567, 0.07774155230368741
Verilog3/Infected/Inf_gate_level_254_in2_out32_gates59.v, 2889, 99206, 0.029121222506703223
Verilog3/Infected/Inf_gate_level_687_in8_out8_gates56.v, 2948, 70747, 0.04166961143228688
Verilog3/Infected/Inf_gate_level_555_in8_out2_gates40.v, 2215, 46343, 0.04779578361349071
Verilog3/Infected/Inf_gate_level_239_in2_out32_gates44.v, 3326, 84340, 0.039435617737728246
Verilog3/Infected/Inf_gate_level_937_in16_out8_gates48.v, 2947, 62012, 0.04752306005289299
Verilog3/Infected/Inf_gate_level_1299_in64_out2_gates10.v, 2849, 14638, 0.19463041399098238
Verilog3/Infected/Inf_gate_level_980_in16_out16_gates43.v, 3220, 63818, 0.0504559842050832
Verilog3/Infected/Inf_gate_level_1069_in32_out2_gates38.v, 2981, 45736, 0.06517841525275495
Verilog3/Infected/Inf_gate_level_875_in16_out4_gates42.v, 2234, 50090, 0.04459972050309443
Verilog3/Infected/Inf_gate_level_652_in8_out8_gates21.v, 2962, 32730, 0.09049801405438436
Verilog3/Infected/Inf_gate_level_183_in2_out16_gates20.v, 2109, 39637, 0.053207861341675704
Verilog3/Infected/Inf_gate_level_971_in16_out16_gates34.v, 2813, 53705, 0.05237873568569035
Verilog3/Infected/Inf_gate_level_440_in4_out16_gates19.v, 3329, 39517, 0.08424222486524786
Verilog3/Infected/Inf_gate_level_941_in16_out8_gates52.v, 1945, 63543, 0.030609193774294573
Verilog3/Infected/Inf_gate_level_106_in2_out4_gates47.v, 3180, 59015, 0.05388460560874354
Verilog3/Infected/Inf_gate_level_668_in8_out8_gates37.v, 2998, 49626, 0.06041188086889937
Verilog3/Infected/Inf_gate_level_874_in16_out4_gates41.v, 3219, 50231, 0.06408393223308316
Verilog3/Infected/Inf_gate_level_461_in4_out16_gates40.v, 2224, 61028, 0.03644228878547552
Verilog3/Infected/Inf_gate_level_987_in16_out16_gates50.v, 2087, 69920, 0.029848398169336383
Verilog3/Infected/Inf_gate_level_502_in4_out32_gates49.v, 3015, 89379, 0.033732756016513946
Verilog3/Infected/Inf_gate_level_756_in8_out32_gates45.v, 4070, 81558, 0.049903136418254494
Verilog3/Infected/Inf_gate_level_740_in8_out16_gates61.v, 3014, 82229, 0.03665373530019823
Verilog3/Infected/Inf_gate_level_311_in4_out2_gates54.v, 3133, 63484, 0.04935101757923256
Verilog3/Infected/Inf_gate_level_1535_in64_out32_gates50.v, 3277, 87321, 0.03752820054740555
Verilog3/Infected/Inf_gate_level_568_in8_out2_gates53.v, 2772, 60062, 0.046152309280410246
Verilog3/Infected/Inf_gate_level_665_in8_out8_gates34.v, 2926, 46858, 0.06244397968329848
Verilog3/Infected/Inf_gate_level_43_in2_out2_gates44.v, 3292, 53177, 0.061906463320608535
Verilog3/Infected/Inf_gate_level_583_in8_out4_gates8.v, 3126, 14881, 0.21006652778711107
Verilog3/Infected/Inf_gate_level_60_in2_out2_gates61.v, 3307, 71937, 0.04597077998804509
Verilog3/Infected/Inf_gate_level_1176_in32_out8_gates29.v, 2832, 41399, 0.06840744945530085
Verilog3/Infected/Inf_gate_level_590_in8_out4_gates15.v, 2161, 21429, 0.10084464977367119
Verilog3/Infected/Inf_gate_level_39_in2_out2_gates40.v, 2093, 47753, 0.04382970703411304
Verilog3/Infected/Inf_gate_level_1189_in32_out8_gates42.v, 3323, 56038, 0.05929904707519897
Verilog3/Infected/Inf_gate_level_1106_in32_out4_gates15.v, 1993, 21379, 0.09322232096917536
Verilog3/Infected/Inf_gate_level_900_in16_out8_gates11.v, 3119, 21578, 0.14454537028454909
Verilog3/Infected/Inf_gate_level_1465_in64_out8_gates60.v, 3007, 76069, 0.03952990048508591
Verilog3/Infected/Inf_gate_level_163_in2_out8_gates48.v, 2783, 63570, 0.04377851187667139
Verilog3/Infected/Inf_gate_level_134_in2_out8_gates19.v, 3011, 31885, 0.09443311902148345
Verilog3/Infected/Inf_gate_level_525_in8_out2_gates10.v, 2026, 13573, 0.14926692698740146
Verilog3/Infected/Inf_gate_level_530_in8_out2_gates15.v, 3111, 20250, 0.15362962962962962
Verilog3/Infected/Inf_gate_level_1124_in32_out4_gates33.v, 3131, 41828, 0.0748541646743808
Verilog3/Infected/Inf_gate_level_1399_in64_out4_gates50.v, 3104, 60974, 0.050906943943320106
Verilog3/Infected/Inf_gate_level_1542_in64_out32_gates57.v, 5262, 97138, 0.05417035557660236
Verilog3/Infected/Inf_gate_level_1022_in16_out32_gates53.v, 2838, 90554, 0.03134041566358195
Verilog3/Infected/Inf_gate_level_1057_in32_out2_gates26.v, 3131, 32860, 0.09528301886792453
