Filename, Number of Infected, Total Number, Infection Percentage
NORVerilog3/Infected/Inf_gate_level_468_NOR.v, 8, 142, 0.056338028169014086
NORVerilog3/Infected/Inf_gate_level_253_NOR.v, 7, 181, 0.03867403314917127
NORVerilog3/Infected/Inf_gate_level_541_NOR.v, 12, 87, 0.13793103448275862
NORVerilog3/Infected/Inf_gate_level_733_NOR.v, 9, 186, 0.04838709677419355
NORVerilog3/Infected/Inf_gate_level_765_NOR.v, 14, 166, 0.08433734939759036
NORVerilog3/Infected/Inf_gate_level_1377_NOR.v, 12, 98, 0.12244897959183673
NORVerilog3/Infected/Inf_gate_level_271_NOR.v, 12, 55, 0.21818181818181817
NORVerilog3/Infected/Inf_gate_level_277_NOR.v, 10, 78, 0.1282051282051282
NORVerilog3/Infected/Inf_gate_level_441_NOR.v, 9, 67, 0.13432835820895522
NORVerilog3/Infected/Inf_gate_level_1079_NOR.v, 5, 136, 0.03676470588235294
NORVerilog3/Infected/Inf_gate_level_1534_NOR.v, 9, 158, 0.056962025316455694
NORVerilog3/Infected/Inf_gate_level_905_NOR.v, 7, 47, 0.14893617021276595
NORVerilog3/Infected/Inf_gate_level_1305_NOR.v, 5, 55, 0.09090909090909091
NORVerilog3/Infected/Inf_gate_level_1233_NOR.v, 8, 119, 0.06722689075630252
NORVerilog3/Infected/Inf_gate_level_777_NOR.v, 8, 16, 0.5
NORVerilog3/Infected/Inf_gate_level_1181_NOR.v, 9, 99, 0.09090909090909091
NORVerilog3/Infected/Inf_gate_level_430_NOR.v, 8, 196, 0.04081632653061224
NORVerilog3/Infected/Inf_gate_level_1367_NOR.v, 12, 73, 0.1643835616438356
NORVerilog3/Infected/Inf_gate_level_1019_NOR.v, 9, 167, 0.05389221556886228
NORVerilog3/Infected/Inf_gate_level_1043_NOR.v, 7, 44, 0.1590909090909091
NORVerilog3/Infected/Inf_gate_level_976_NOR.v, 11, 130, 0.08461538461538462
NORVerilog3/Infected/Inf_gate_level_1452_NOR.v, 5, 147, 0.034013605442176874
NORVerilog3/Infected/Inf_gate_level_1410_NOR.v, 5, 193, 0.025906735751295335
NORVerilog3/Infected/Inf_gate_level_886_NOR.v, 4, 166, 0.024096385542168676
NORVerilog3/Infected/Inf_gate_level_688_NOR.v, 9, 198, 0.045454545454545456
NORVerilog3/Infected/Inf_gate_level_497_NOR.v, 19, 165, 0.11515151515151516
NORVerilog3/Infected/Inf_gate_level_47_NOR.v, 11, 163, 0.06748466257668712
NORVerilog3/Infected/Inf_gate_level_525_NOR.v, 7, 35, 0.2
NORVerilog3/Infected/Inf_gate_level_69_NOR.v, 8, 38, 0.21052631578947367
NORVerilog3/Infected/Inf_gate_level_142_NOR.v, 7, 94, 0.07446808510638298
NORVerilog3/Infected/Inf_gate_level_1108_NOR.v, 7, 68, 0.10294117647058823
NORVerilog3/Infected/Inf_gate_level_134_NOR.v, 6, 68, 0.08823529411764706
NORVerilog3/Infected/Inf_gate_level_1084_NOR.v, 6, 163, 0.03680981595092025
NORVerilog3/Infected/Inf_gate_level_1312_NOR.v, 8, 87, 0.09195402298850575
NORVerilog3/Infected/Inf_gate_level_545_NOR.v, 10, 85, 0.11764705882352941
NORVerilog3/Infected/Inf_gate_level_611_NOR.v, 14, 126, 0.1111111111111111
NORVerilog3/Infected/Inf_gate_level_559_NOR.v, 6, 144, 0.041666666666666664
NORVerilog3/Infected/Inf_gate_level_949_NOR.v, 5, 214, 0.02336448598130841
NORVerilog3/Infected/Inf_gate_level_175_NOR.v, 9, 225, 0.04
NORVerilog3/Infected/Inf_gate_level_1414_NOR.v, 12, 43, 0.27906976744186046
NORVerilog3/Infected/Inf_gate_level_7_NOR.v, 4, 28, 0.14285714285714285
NORVerilog3/Infected/Inf_gate_level_1209_NOR.v, 7, 210, 0.03333333333333333
NORVerilog3/Infected/Inf_gate_level_1422_NOR.v, 6, 60, 0.1
NORVerilog3/Infected/Inf_gate_level_59_NOR.v, 8, 188, 0.0425531914893617
NORVerilog3/Infected/Inf_gate_level_1262_NOR.v, 10, 125, 0.08
NORVerilog3/Infected/Inf_gate_level_98_NOR.v, 7, 112, 0.0625
NORVerilog3/Infected/Inf_gate_level_1065_NOR.v, 8, 114, 0.07017543859649122
NORVerilog3/Infected/Inf_gate_level_1039_NOR.v, 10, 35, 0.2857142857142857
NORVerilog3/Infected/Inf_gate_level_176_NOR.v, 7, 194, 0.03608247422680412
NORVerilog3/Infected/Inf_gate_level_1198_NOR.v, 7, 170, 0.041176470588235294
NORVerilog3/Infected/Inf_gate_level_350_NOR.v, 8, 107, 0.07476635514018691
NORVerilog3/Infected/Inf_gate_level_663_NOR.v, 6, 107, 0.056074766355140186
NORVerilog3/Infected/Inf_gate_level_110_NOR.v, 14, 184, 0.07608695652173914
NORVerilog3/Infected/Inf_gate_level_1214_NOR.v, 6, 74, 0.08108108108108109
NORVerilog3/Infected/Inf_gate_level_1238_NOR.v, 11, 154, 0.07142857142857142
NORVerilog3/Infected/Inf_gate_level_1522_NOR.v, 10, 105, 0.09523809523809523
NORVerilog3/Infected/Inf_gate_level_646_NOR.v, 8, 58, 0.13793103448275862
NORVerilog3/Infected/Inf_gate_level_51_NOR.v, 8, 155, 0.05161290322580645
NORVerilog3/Infected/Inf_gate_level_827_NOR.v, 9, 170, 0.052941176470588235
NORVerilog3/Infected/Inf_gate_level_1500_NOR.v, 6, 149, 0.040268456375838924
NORVerilog3/Infected/Inf_gate_level_664_NOR.v, 7, 102, 0.06862745098039216
NORVerilog3/Infected/Inf_gate_level_889_NOR.v, 8, 186, 0.043010752688172046
NORVerilog3/Infected/Inf_gate_level_223_NOR.v, 8, 206, 0.038834951456310676
NORVerilog3/Infected/Inf_gate_level_103_NOR.v, 12, 143, 0.08391608391608392
NORVerilog3/Infected/Inf_gate_level_892_NOR.v, 7, 189, 0.037037037037037035
NORVerilog3/Infected/Inf_gate_level_826_NOR.v, 12, 171, 0.07017543859649122
NORVerilog3/Infected/Inf_gate_level_143_NOR.v, 8, 97, 0.08247422680412371
NORVerilog3/Infected/Inf_gate_level_1364_NOR.v, 9, 55, 0.16363636363636364
NORVerilog3/Infected/Inf_gate_level_1055_NOR.v, 7, 79, 0.08860759493670886
NORVerilog3/Infected/Inf_gate_level_1032_NOR.v, 8, 220, 0.03636363636363636
NORVerilog3/Infected/Inf_gate_level_1225_NOR.v, 12, 109, 0.11009174311926606
NORVerilog3/Infected/Inf_gate_level_854_NOR.v, 13, 75, 0.17333333333333334
NORVerilog3/Infected/Inf_gate_level_1137_NOR.v, 8, 153, 0.05228758169934641
NORVerilog3/Infected/Inf_gate_level_1252_NOR.v, 5, 178, 0.028089887640449437
NORVerilog3/Infected/Inf_gate_level_1228_NOR.v, 8, 124, 0.06451612903225806
NORVerilog3/Infected/Inf_gate_level_324_NOR.v, 13, 27, 0.48148148148148145
NORVerilog3/Infected/Inf_gate_level_899_NOR.v, 13, 34, 0.38235294117647056
NORVerilog3/Infected/Inf_gate_level_12_NOR.v, 11, 49, 0.22448979591836735
NORVerilog3/Infected/Inf_gate_level_1523_NOR.v, 7, 130, 0.05384615384615385
NORVerilog3/Infected/Inf_gate_level_868_NOR.v, 27, 138, 0.1956521739130435
NORVerilog3/Infected/Inf_gate_level_345_NOR.v, 9, 95, 0.09473684210526316
NORVerilog3/Infected/Inf_gate_level_1155_NOR.v, 7, 29, 0.2413793103448276
NORVerilog3/Infected/Inf_gate_level_111_NOR.v, 6, 178, 0.033707865168539325
NORVerilog3/Infected/Inf_gate_level_1307_NOR.v, 8, 74, 0.10810810810810811
NORVerilog3/Infected/Inf_gate_level_1210_NOR.v, 7, 207, 0.033816425120772944
NORVerilog3/Infected/Inf_gate_level_16_NOR.v, 8, 63, 0.12698412698412698
NORVerilog3/Infected/Inf_gate_level_1294_NOR.v, 7, 23, 0.30434782608695654
NORVerilog3/Infected/Inf_gate_level_842_NOR.v, 8, 30, 0.26666666666666666
NORVerilog3/Infected/Inf_gate_level_582_NOR.v, 10, 31, 0.3225806451612903
NORVerilog3/Infected/Inf_gate_level_845_NOR.v, 12, 45, 0.26666666666666666
NORVerilog3/Infected/Inf_gate_level_303_NOR.v, 9, 144, 0.0625
NORVerilog3/Infected/Inf_gate_level_924_NOR.v, 8, 118, 0.06779661016949153
NORVerilog3/Infected/Inf_gate_level_535_NOR.v, 5, 70, 0.07142857142857142
NORVerilog3/Infected/Inf_gate_level_173_NOR.v, 12, 202, 0.0594059405940594
NORVerilog3/Infected/Inf_gate_level_409_NOR.v, 6, 119, 0.05042016806722689
NORVerilog3/Infected/Inf_gate_level_1361_NOR.v, 5, 44, 0.11363636363636363
NORVerilog3/Infected/Inf_gate_level_690_NOR.v, 12, 205, 0.05853658536585366
NORVerilog3/Infected/Inf_gate_level_902_NOR.v, 12, 55, 0.21818181818181817
NORVerilog3/Infected/Inf_gate_level_1478_NOR.v, 8, 76, 0.10526315789473684
NORVerilog3/Infected/Inf_gate_level_246_NOR.v, 13, 161, 0.08074534161490683
NORVerilog3/Infected/Inf_gate_level_325_NOR.v, 6, 27, 0.2222222222222222
NORVerilog3/Infected/Inf_gate_level_101_NOR.v, 13, 146, 0.08904109589041095
NORVerilog3/Infected/Inf_gate_level_1110_NOR.v, 8, 64, 0.125
NORVerilog3/Infected/Inf_gate_level_206_NOR.v, 7, 127, 0.05511811023622047
NORVerilog3/Infected/Inf_gate_level_623_NOR.v, 12, 139, 0.08633093525179857
NORVerilog3/Infected/Inf_gate_level_735_NOR.v, 4, 172, 0.023255813953488372
NORVerilog3/Infected/Inf_gate_level_903_NOR.v, 5, 45, 0.1111111111111111
NORVerilog3/Infected/Inf_gate_level_969_NOR.v, 7, 96, 0.07291666666666667
NORVerilog3/Infected/Inf_gate_level_1365_NOR.v, 7, 59, 0.11864406779661017
NORVerilog3/Infected/Inf_gate_level_897_NOR.v, 6, 25, 0.24
NORVerilog3/Infected/Inf_gate_level_581_NOR.v, 13, 32, 0.40625
NORVerilog3/Infected/Inf_gate_level_81_NOR.v, 7, 74, 0.0945945945945946
NORVerilog3/Infected/Inf_gate_level_829_NOR.v, 13, 205, 0.06341463414634146
NORVerilog3/Infected/Inf_gate_level_946_NOR.v, 3, 170, 0.01764705882352941
NORVerilog3/Infected/Inf_gate_level_1186_NOR.v, 12, 129, 0.09302325581395349
NORVerilog3/Infected/Inf_gate_level_722_NOR.v, 8, 144, 0.05555555555555555
NORVerilog3/Infected/Inf_gate_level_191_NOR.v, 5, 90, 0.05555555555555555
NORVerilog3/Infected/Inf_gate_level_1279_NOR.v, 7, 158, 0.04430379746835443
NORVerilog3/Infected/Inf_gate_level_513_NOR.v, 6, 183, 0.03278688524590164
NORVerilog3/Infected/Inf_gate_level_944_NOR.v, 4, 185, 0.021621621621621623
NORVerilog3/Infected/Inf_gate_level_1118_NOR.v, 9, 86, 0.10465116279069768
NORVerilog3/Infected/Inf_gate_level_1354_NOR.v, 6, 22, 0.2727272727272727
NORVerilog3/Infected/Inf_gate_level_1000_NOR.v, 5, 200, 0.025
NORVerilog3/Infected/Inf_gate_level_1344_NOR.v, 13, 182, 0.07142857142857142
NORVerilog3/Infected/Inf_gate_level_90_NOR.v, 11, 101, 0.10891089108910891
NORVerilog3/Infected/Inf_gate_level_1337_NOR.v, 13, 165, 0.07878787878787878
NORVerilog3/Infected/Inf_gate_level_1062_NOR.v, 5, 102, 0.049019607843137254
NORVerilog3/Infected/Inf_gate_level_1072_NOR.v, 6, 148, 0.04054054054054054
NORVerilog3/Infected/Inf_gate_level_1454_NOR.v, 8, 164, 0.04878048780487805
NORVerilog3/Infected/Inf_gate_level_32_NOR.v, 5, 112, 0.044642857142857144
NORVerilog3/Infected/Inf_gate_level_978_NOR.v, 6, 120, 0.05
NORVerilog3/Infected/Inf_gate_level_702_NOR.v, 6, 70, 0.08571428571428572
NORVerilog3/Infected/Inf_gate_level_1007_NOR.v, 6, 131, 0.04580152671755725
NORVerilog3/Infected/Inf_gate_level_150_NOR.v, 8, 114, 0.07017543859649122
NORVerilog3/Infected/Inf_gate_level_731_NOR.v, 4, 175, 0.022857142857142857
NORVerilog3/Infected/Inf_gate_level_1434_NOR.v, 7, 89, 0.07865168539325842
NORVerilog3/Infected/Inf_gate_level_1513_NOR.v, 20, 198, 0.10101010101010101
NORVerilog3/Infected/Inf_gate_level_900_NOR.v, 11, 51, 0.21568627450980393
NORVerilog3/Infected/Inf_gate_level_974_NOR.v, 15, 137, 0.10948905109489052
NORVerilog3/Infected/Inf_gate_level_474_NOR.v, 7, 165, 0.04242424242424243
NORVerilog3/Infected/Inf_gate_level_1314_NOR.v, 11, 93, 0.11827956989247312
NORVerilog3/Infected/Inf_gate_level_554_NOR.v, 6, 122, 0.04918032786885246
NORVerilog3/Infected/Inf_gate_level_162_NOR.v, 5, 162, 0.030864197530864196
NORVerilog3/Infected/Inf_gate_level_1221_NOR.v, 8, 83, 0.0963855421686747
NORVerilog3/Infected/Inf_gate_level_561_NOR.v, 8, 160, 0.05
NORVerilog3/Infected/Inf_gate_level_261_NOR.v, 5, 13, 0.38461538461538464
NORVerilog3/Infected/Inf_gate_level_1150_NOR.v, 20, 183, 0.1092896174863388
NORVerilog3/Infected/Inf_gate_level_347_NOR.v, 8, 98, 0.08163265306122448
NORVerilog3/Infected/Inf_gate_level_343_NOR.v, 6, 90, 0.06666666666666667
NORVerilog3/Infected/Inf_gate_level_138_NOR.v, 12, 88, 0.13636363636363635
NORVerilog3/Infected/Inf_gate_level_1381_NOR.v, 8, 103, 0.07766990291262135
NORVerilog3/Infected/Inf_gate_level_741_NOR.v, 8, 213, 0.03755868544600939
NORVerilog3/Infected/Inf_gate_level_29_NOR.v, 7, 100, 0.07
NORVerilog3/Infected/Inf_gate_level_454_NOR.v, 4, 105, 0.0380952380952381
NORVerilog3/Infected/Inf_gate_level_1276_NOR.v, 9, 176, 0.05113636363636364
NORVerilog3/Infected/Inf_gate_level_1338_NOR.v, 7, 175, 0.04
NORVerilog3/Infected/Inf_gate_level_1284_NOR.v, 9, 181, 0.049723756906077346
NORVerilog3/Infected/Inf_gate_level_1245_NOR.v, 7, 141, 0.04964539007092199
NORVerilog3/Infected/Inf_gate_level_406_NOR.v, 8, 120, 0.06666666666666667
NORVerilog3/Infected/Inf_gate_level_1289_NOR.v, 11, 192, 0.057291666666666664
NORVerilog3/Infected/Inf_gate_level_689_NOR.v, 10, 183, 0.0546448087431694
NORVerilog3/Infected/Inf_gate_level_415_NOR.v, 5, 145, 0.034482758620689655
NORVerilog3/Infected/Inf_gate_level_776_NOR.v, 6, 12, 0.5
NORVerilog3/Infected/Inf_gate_level_250_NOR.v, 7, 171, 0.04093567251461988
NORVerilog3/Infected/Inf_gate_level_774_NOR.v, 8, 206, 0.038834951456310676
NORVerilog3/Infected/Inf_gate_level_1126_NOR.v, 8, 112, 0.07142857142857142
NORVerilog3/Infected/Inf_gate_level_941_NOR.v, 7, 162, 0.043209876543209874
NORVerilog3/Infected/Inf_gate_level_1493_NOR.v, 6, 121, 0.049586776859504134
NORVerilog3/Infected/Inf_gate_level_455_NOR.v, 9, 112, 0.08035714285714286
NORVerilog3/Infected/Inf_gate_level_1109_NOR.v, 9, 62, 0.14516129032258066
NORVerilog3/Infected/Inf_gate_level_1048_NOR.v, 5, 55, 0.09090909090909091
NORVerilog3/Infected/Inf_gate_level_705_NOR.v, 12, 102, 0.11764705882352941
NORVerilog3/Infected/Inf_gate_level_852_NOR.v, 8, 57, 0.14035087719298245
NORVerilog3/Infected/Inf_gate_level_548_NOR.v, 6, 104, 0.057692307692307696
NORVerilog3/Infected/Inf_gate_level_910_NOR.v, 11, 77, 0.14285714285714285
NORVerilog3/Infected/Inf_gate_level_476_NOR.v, 25, 186, 0.13440860215053763
NORVerilog3/Infected/Inf_gate_level_1479_NOR.v, 8, 93, 0.08602150537634409
NORVerilog3/Infected/Inf_gate_level_263_NOR.v, 8, 24, 0.3333333333333333
NORVerilog3/Infected/Inf_gate_level_344_NOR.v, 8, 78, 0.10256410256410256
NORVerilog3/Infected/Inf_gate_level_709_NOR.v, 7, 110, 0.06363636363636363
NORVerilog3/Infected/Inf_gate_level_1519_NOR.v, 13, 119, 0.1092436974789916
NORVerilog3/Infected/Inf_gate_level_1425_NOR.v, 11, 69, 0.15942028985507245
NORVerilog3/Infected/Inf_gate_level_601_NOR.v, 5, 83, 0.060240963855421686
NORVerilog3/Infected/Inf_gate_level_1125_NOR.v, 12, 118, 0.1016949152542373
NORVerilog3/Infected/Inf_gate_level_200_NOR.v, 6, 132, 0.045454545454545456
NORVerilog3/Infected/Inf_gate_level_404_NOR.v, 8, 96, 0.08333333333333333
NORVerilog3/Infected/Inf_gate_level_657_NOR.v, 12, 94, 0.1276595744680851
NORVerilog3/Infected/Inf_gate_level_698_NOR.v, 12, 60, 0.2
NORVerilog3/Infected/Inf_gate_level_1103_NOR.v, 9, 46, 0.1956521739130435
NORVerilog3/Infected/Inf_gate_level_989_NOR.v, 9, 173, 0.05202312138728324
NORVerilog3/Infected/Inf_gate_level_1411_NOR.v, 9, 196, 0.04591836734693878
NORVerilog3/Infected/Inf_gate_level_1173_NOR.v, 10, 100, 0.1
NORVerilog3/Infected/Inf_gate_level_1485_NOR.v, 4, 104, 0.038461538461538464
NORVerilog3/Infected/Inf_gate_level_55_NOR.v, 16, 205, 0.07804878048780488
NORVerilog3/Infected/Inf_gate_level_87_NOR.v, 4, 79, 0.05063291139240506
NORVerilog3/Infected/Inf_gate_level_810_NOR.v, 6, 123, 0.04878048780487805
NORVerilog3/Infected/Inf_gate_level_209_NOR.v, 8, 166, 0.04819277108433735
NORVerilog3/Infected/Inf_gate_level_466_NOR.v, 9, 148, 0.060810810810810814
NORVerilog3/Infected/Inf_gate_level_330_NOR.v, 5, 45, 0.1111111111111111
NORVerilog3/Infected/Inf_gate_level_1438_NOR.v, 5, 105, 0.047619047619047616
NORVerilog3/Infected/Inf_gate_level_812_NOR.v, 8, 127, 0.06299212598425197
NORVerilog3/Infected/Inf_gate_level_686_NOR.v, 13, 175, 0.07428571428571429
NORVerilog3/Infected/Inf_gate_level_801_NOR.v, 12, 88, 0.13636363636363635
NORVerilog3/Infected/Inf_gate_level_1059_NOR.v, 8, 99, 0.08080808080808081
NORVerilog3/Infected/Inf_gate_level_652_NOR.v, 8, 73, 0.1095890410958904
NORVerilog3/Infected/Inf_gate_level_403_NOR.v, 8, 100, 0.08
NORVerilog3/Infected/Inf_gate_level_625_NOR.v, 8, 189, 0.042328042328042326
NORVerilog3/Infected/Inf_gate_level_235_NOR.v, 7, 133, 0.05263157894736842
NORVerilog3/Infected/Inf_gate_level_556_NOR.v, 8, 143, 0.055944055944055944
NORVerilog3/Infected/Inf_gate_level_1206_NOR.v, 7, 187, 0.0374331550802139
NORVerilog3/Infected/Inf_gate_level_1352_NOR.v, 6, 196, 0.030612244897959183
NORVerilog3/Infected/Inf_gate_level_1164_NOR.v, 6, 50, 0.12
NORVerilog3/Infected/Inf_gate_level_1223_NOR.v, 9, 89, 0.10112359550561797
NORVerilog3/Infected/Inf_gate_level_641_NOR.v, 9, 38, 0.23684210526315788
NORVerilog3/Infected/Inf_gate_level_241_NOR.v, 4, 150, 0.02666666666666667
NORVerilog3/Infected/Inf_gate_level_1351_NOR.v, 10, 199, 0.05025125628140704
NORVerilog3/Infected/Inf_gate_level_682_NOR.v, 12, 174, 0.06896551724137931
NORVerilog3/Infected/Inf_gate_level_911_NOR.v, 22, 90, 0.24444444444444444
NORVerilog3/Infected/Inf_gate_level_629_NOR.v, 5, 171, 0.029239766081871343
NORVerilog3/Infected/Inf_gate_level_1320_NOR.v, 10, 105, 0.09523809523809523
NORVerilog3/Infected/Inf_gate_level_117_NOR.v, 12, 178, 0.06741573033707865
NORVerilog3/Infected/Inf_gate_level_670_NOR.v, 5, 115, 0.043478260869565216
NORVerilog3/Infected/Inf_gate_level_1063_NOR.v, 5, 102, 0.049019607843137254
NORVerilog3/Infected/Inf_gate_level_458_NOR.v, 20, 141, 0.14184397163120568
NORVerilog3/Infected/Inf_gate_level_1249_NOR.v, 8, 168, 0.047619047619047616
NORVerilog3/Infected/Inf_gate_level_813_NOR.v, 13, 139, 0.09352517985611511
NORVerilog3/Infected/Inf_gate_level_839_NOR.v, 8, 22, 0.36363636363636365
NORVerilog3/Infected/Inf_gate_level_647_NOR.v, 9, 57, 0.15789473684210525
NORVerilog3/Infected/Inf_gate_level_761_NOR.v, 10, 152, 0.06578947368421052
NORVerilog3/Infected/Inf_gate_level_408_NOR.v, 5, 119, 0.04201680672268908
NORVerilog3/Infected/Inf_gate_level_1396_NOR.v, 6, 147, 0.04081632653061224
NORVerilog3/Infected/Inf_gate_level_268_NOR.v, 13, 47, 0.2765957446808511
NORVerilog3/Infected/Inf_gate_level_256_NOR.v, 10, 201, 0.04975124378109453
NORVerilog3/Infected/Inf_gate_level_121_NOR.v, 8, 187, 0.0427807486631016
NORVerilog3/Infected/Inf_gate_level_465_NOR.v, 22, 157, 0.14012738853503184
NORVerilog3/Infected/Inf_gate_level_639_NOR.v, 5, 21, 0.23809523809523808
NORVerilog3/Infected/Inf_gate_level_426_NOR.v, 6, 167, 0.03592814371257485
NORVerilog3/Infected/Inf_gate_level_1460_NOR.v, 13, 174, 0.07471264367816093
NORVerilog3/Infected/Inf_gate_level_429_NOR.v, 12, 158, 0.0759493670886076
NORVerilog3/Infected/Inf_gate_level_840_NOR.v, 9, 32, 0.28125
NORVerilog3/Infected/Inf_gate_level_1243_NOR.v, 13, 151, 0.08609271523178808
NORVerilog3/Infected/Inf_gate_level_756_NOR.v, 14, 148, 0.0945945945945946
NORVerilog3/Infected/Inf_gate_level_172_NOR.v, 4, 164, 0.024390243902439025
NORVerilog3/Infected/Inf_gate_level_516_NOR.v, 9, 215, 0.04186046511627907
NORVerilog3/Infected/Inf_gate_level_1477_NOR.v, 19, 101, 0.18811881188118812
NORVerilog3/Infected/Inf_gate_level_749_NOR.v, 14, 124, 0.11290322580645161
NORVerilog3/Infected/Inf_gate_level_482_NOR.v, 8, 205, 0.03902439024390244
NORVerilog3/Infected/Inf_gate_level_1244_NOR.v, 8, 174, 0.04597701149425287
NORVerilog3/Infected/Inf_gate_level_1407_NOR.v, 13, 196, 0.0663265306122449
NORVerilog3/Infected/Inf_gate_level_488_NOR.v, 7, 103, 0.06796116504854369
NORVerilog3/Infected/Inf_gate_level_1191_NOR.v, 8, 145, 0.05517241379310345
NORVerilog3/Infected/Inf_gate_level_14_NOR.v, 7, 62, 0.11290322580645161
NORVerilog3/Infected/Inf_gate_level_1121_NOR.v, 8, 106, 0.07547169811320754
NORVerilog3/Infected/Inf_gate_level_279_NOR.v, 5, 79, 0.06329113924050633
NORVerilog3/Infected/Inf_gate_level_399_NOR.v, 7, 89, 0.07865168539325842
NORVerilog3/Infected/Inf_gate_level_994_NOR.v, 7, 168, 0.041666666666666664
NORVerilog3/Infected/Inf_gate_level_792_NOR.v, 25, 71, 0.352112676056338
NORVerilog3/Infected/Inf_gate_level_1535_NOR.v, 9, 170, 0.052941176470588235
NORVerilog3/Infected/Inf_gate_level_1047_NOR.v, 5, 55, 0.09090909090909091
NORVerilog3/Infected/Inf_gate_level_1035_NOR.v, 12, 22, 0.5454545454545454
NORVerilog3/Infected/Inf_gate_level_390_NOR.v, 5, 59, 0.0847457627118644
NORVerilog3/Infected/Inf_gate_level_1536_NOR.v, 10, 168, 0.05952380952380952
NORVerilog3/Infected/Inf_gate_level_514_NOR.v, 4, 201, 0.01990049751243781
NORVerilog3/Infected/Inf_gate_level_1450_NOR.v, 7, 147, 0.047619047619047616
NORVerilog3/Infected/Inf_gate_level_1484_NOR.v, 12, 111, 0.10810810810810811
NORVerilog3/Infected/Inf_gate_level_356_NOR.v, 8, 125, 0.064
NORVerilog3/Infected/Inf_gate_level_1383_NOR.v, 10, 122, 0.08196721311475409
NORVerilog3/Infected/Inf_gate_level_754_NOR.v, 11, 140, 0.07857142857142857
NORVerilog3/Infected/Inf_gate_level_1044_NOR.v, 7, 37, 0.1891891891891892
NORVerilog3/Infected/Inf_gate_level_282_NOR.v, 4, 83, 0.04819277108433735
NORVerilog3/Infected/Inf_gate_level_977_NOR.v, 8, 143, 0.055944055944055944
NORVerilog3/Infected/Inf_gate_level_1040_NOR.v, 5, 31, 0.16129032258064516
NORVerilog3/Infected/Inf_gate_level_1261_NOR.v, 10, 132, 0.07575757575757576
NORVerilog3/Infected/Inf_gate_level_1161_NOR.v, 6, 46, 0.13043478260869565
NORVerilog3/Infected/Inf_gate_level_701_NOR.v, 6, 69, 0.08695652173913043
NORVerilog3/Infected/Inf_gate_level_676_NOR.v, 4, 138, 0.028985507246376812
