Filename, Number of Infected, Total Number, Infection Percentage
NORVerilog2/Infected/Inf_gate_level_6054_NOR.v, 4, 1371, 0.0029175784099197666
NORVerilog2/Infected/Inf_gate_level_39978_NOR.v, 4, 1374, 0.002911208151382824
NORVerilog2/Infected/Inf_gate_level_36396_NOR.v, 4, 1517, 0.0026367831245880024
NORVerilog2/Infected/Inf_gate_level_5449_NOR.v, 4, 1794, 0.002229654403567447
NORVerilog2/Infected/Inf_gate_level_42642_NOR.v, 4, 2074, 0.0019286403085824494
NORVerilog2/Infected/Inf_gate_level_11985_NOR.v, 4, 1229, 0.0032546786004882017
NORVerilog2/Infected/Inf_gate_level_46621_NOR.v, 4, 496, 0.008064516129032258
NORVerilog2/Infected/Inf_gate_level_42606_NOR.v, 4, 1566, 0.002554278416347382
NORVerilog2/Infected/Inf_gate_level_17719_NOR.v, 4, 600, 0.006666666666666667
NORVerilog2/Infected/Inf_gate_level_32164_NOR.v, 4, 796, 0.005025125628140704
NORVerilog2/Infected/Inf_gate_level_9528_NOR.v, 4, 1218, 0.003284072249589491
NORVerilog2/Infected/Inf_gate_level_6492_NOR.v, 4, 869, 0.004602991944764097
NORVerilog2/Infected/Inf_gate_level_26853_NOR.v, 4, 1786, 0.0022396416573348264
NORVerilog2/Infected/Inf_gate_level_14536_NOR.v, 4, 1200, 0.0033333333333333335
NORVerilog2/Infected/Inf_gate_level_29856_NOR.v, 4, 1022, 0.003913894324853229
NORVerilog2/Infected/Inf_gate_level_553_NOR.v, 4, 1715, 0.0023323615160349854
NORVerilog2/Infected/Inf_gate_level_21055_NOR.v, 4, 864, 0.004629629629629629
NORVerilog2/Infected/Inf_gate_level_23368_NOR.v, 4, 1630, 0.00245398773006135
NORVerilog2/Infected/Inf_gate_level_31389_NOR.v, 4, 2171, 0.0018424689083371719
NORVerilog2/Infected/Inf_gate_level_32864_NOR.v, 4, 1081, 0.0037002775208140612
NORVerilog2/Infected/Inf_gate_level_6174_NOR.v, 4, 1258, 0.003179650238473768
NORVerilog2/Infected/Inf_gate_level_45650_NOR.v, 4, 638, 0.006269592476489028
NORVerilog2/Infected/Inf_gate_level_46660_NOR.v, 4, 681, 0.005873715124816446
NORVerilog2/Infected/Inf_gate_level_848_NOR.v, 4, 758, 0.005277044854881266
NORVerilog2/Infected/Inf_gate_level_50688_NOR.v, 4, 1747, 0.0022896393817973667
NORVerilog2/Infected/Inf_gate_level_17167_NOR.v, 4, 1667, 0.0023995200959808036
NORVerilog2/Infected/Inf_gate_level_7531_NOR.v, 4, 1946, 0.0020554984583761563
NORVerilog2/Infected/Inf_gate_level_51591_NOR.v, 4, 2017, 0.0019831432821021317
NORVerilog2/Infected/Inf_gate_level_26453_NOR.v, 4, 1716, 0.002331002331002331
NORVerilog2/Infected/Inf_gate_level_25469_NOR.v, 4, 1427, 0.002803083391730904
NORVerilog2/Infected/Inf_gate_level_46262_NOR.v, 4, 1532, 0.0026109660574412533
NORVerilog2/Infected/Inf_gate_level_18216_NOR.v, 4, 1561, 0.0025624599615631004
NORVerilog2/Infected/Inf_gate_level_16552_NOR.v, 4, 2130, 0.0018779342723004694
NORVerilog2/Infected/Inf_gate_level_38585_NOR.v, 4, 1836, 0.002178649237472767
NORVerilog2/Infected/Inf_gate_level_15155_NOR.v, 4, 1406, 0.002844950213371266
NORVerilog2/Infected/Inf_gate_level_8728_NOR.v, 4, 773, 0.00517464424320828
NORVerilog2/Infected/Inf_gate_level_44096_NOR.v, 4, 1323, 0.0030234315948601664
NORVerilog2/Infected/Inf_gate_level_35068_NOR.v, 4, 1229, 0.0032546786004882017
NORVerilog2/Infected/Inf_gate_level_1883_NOR.v, 4, 2063, 0.0019389238972370335
NORVerilog2/Infected/Inf_gate_level_44137_NOR.v, 4, 1889, 0.0021175224986765486
NORVerilog2/Infected/Inf_gate_level_22575_NOR.v, 4, 1774, 0.002254791431792559
NORVerilog2/Infected/Inf_gate_level_7437_NOR.v, 4, 2073, 0.001929570670525808
NORVerilog2/Infected/Inf_gate_level_26529_NOR.v, 4, 321, 0.012461059190031152
