Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9164391160011292 ,0.28875625133514404 ,0.9264069199562073 ,0.30290910601615906 ,0.9227895140647888 ,0.30620619654655457, 
