Test Accuracy, Restored Model Test Accuracy 
0.9309262037277222,[0.5501065850257874, 0.6039445400238037, 0.6849679946899414, 0.7094882726669312, 0.7201492786407471, 0.7569296360015869, 0.7595948576927185, 0.7793176770210266, 0.7953091859817505, 0.8176972270011902, 0.8342217206954956, 0.8320895433425903, 0.8416844606399536, 0.8512793183326721, 0.8715351819992065, 0.8736673593521118, 0.8821961879730225, 0.8891258239746094, 0.8912580013275146, 0.8992537260055542, 0.9035181403160095, 0.9072494506835938, 0.9115138649940491, 0.9152451753616333]
