Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9562900066375732 ,0.19609971344470978 ,0.9399656653404236 ,0.22236193716526031 ,0.9309262037277222 ,0.22586892545223236, 
