Epoch, Loss, Validation Loss, Accuracy, Validation Accuracy
1, 0.6375884413719177, 0.5778189301490784, 0.6491978764533997, 0.8390804529190063
2, 0.47669389843940735, 0.4307543635368347, 0.8245989084243774, 0.894909679889679
3, 0.3306993246078491, 0.3109785318374634, 0.8871657848358154, 0.9343185424804688
4, 0.23044975101947784, 0.24641984701156616, 0.9326203465461731, 0.9408866763114929
5, 0.18941284716129303, 0.21573807299137115, 0.9433155059814453, 0.9556650519371033
6, 0.15428531169891357, 0.19176936149597168, 0.9529411792755127, 0.9605911374092102
7, 0.13339734077453613, 0.17596077919006348, 0.9598930478096008, 0.9638752341270447
8, 0.11921731382608414, 0.16391900181770325, 0.9673796892166138, 0.9671592712402344
9, 0.1018415167927742, 0.15697865188121796, 0.970588207244873, 0.9720853567123413
10, 0.09426829218864441, 0.14686423540115356, 0.9802138805389404, 0.9720853567123413
11, 0.08306442201137543, 0.14006134867668152, 0.9786096215248108, 0.9753694534301758
12, 0.08613494783639908, 0.1334417313337326, 0.9791443943977356, 0.977011501789093
13, 0.07314576953649521, 0.12944678962230682, 0.9802138805389404, 0.9786535501480103
14, 0.06093047931790352, 0.1267498880624771, 0.9866310358047485, 0.9802955389022827
15, 0.058134350925683975, 0.12258574366569519, 0.9860962629318237, 0.9819375872612
16, 0.05177844688296318, 0.12034813314676285, 0.9866310358047485, 0.9753694534301758
17, 0.04962635412812233, 0.11684099584817886, 0.9914438724517822, 0.9720853567123413
18, 0.04958491027355194, 0.12210651487112045, 0.9909090995788574, 0.9753694534301758
19, 0.0359632708132267, 0.1246073916554451, 0.9941176176071167, 0.9704433679580688
20, 0.033990394324064255, 0.11614114791154861, 0.9935829043388367, 0.9720853567123413
21, 0.029960157349705696, 0.12424597889184952, 0.9909090995788574, 0.9638752341270447
22, 0.027412300929427147, 0.1346302032470703, 0.9946523904800415, 0.9605911374092102
23, 0.027689028531312943, 0.1296139359474182, 0.9935829043388367, 0.9638752341270447
24, 0.021194947883486748, 0.13403651118278503, 0.9978609681129456, 0.954023003578186
25, 0.02574920281767845, 0.1361103504896164, 0.9946523904800415, 0.9556650519371033
26, 0.018030522391200066, 0.13350296020507812, 0.996791422367096, 0.9573070406913757
27, 0.01739712804555893, 0.14663384854793549, 0.9962567090988159, 0.9490968585014343
28, 0.019666282460093498, 0.14830030500888824, 0.9973261952400208, 0.9507389068603516
29, 0.016818026080727577, 0.13930940628051758, 0.9962567090988159, 0.954023003578186
30, 0.01637445017695427, 0.17353251576423645, 0.9962567090988159, 0.9474548697471619
31, 0.011928790248930454, 0.16323313117027283, 0.9983957409858704, 0.9507389068603516
32, 0.01267255749553442, 0.145913228392601, 0.9983957409858704, 0.9507389068603516
33, 0.00957921240478754, 0.1496477872133255, 0.9983957409858704, 0.9523809552192688
34, 0.011213354766368866, 0.18060795962810516, 0.9973261952400208, 0.9474548697471619
35, 0.009721897542476654, 0.17004743218421936, 0.9983957409858704, 0.9458128213882446
36, 0.014758558012545109, 0.1671118289232254, 0.996791422367096, 0.9490968585014343
37, 0.0068738688714802265, 0.15333837270736694, 0.9994652271270752, 0.9507389068603516
38, 0.006107473745942116, 0.18318231403827667, 0.9983957409858704, 0.9458128213882446
39, 0.007652683183550835, 0.17476582527160645, 0.9994652271270752, 0.9474548697471619
40, 0.007824765518307686, 0.21427063643932343, 0.9989304542541504, 0.9392446875572205
41, 0.009117201901972294, 0.22935393452644348, 0.9983957409858704, 0.9376026391983032
42, 0.008438080549240112, 0.2172471284866333, 0.9983957409858704, 0.9408866763114929
43, 0.006990679539740086, 0.18488489091396332, 0.9978609681129456, 0.9425287246704102
44, 0.006241067312657833, 0.20446975529193878, 0.9994652271270752, 0.9441707730293274
45, 0.006742621771991253, 0.18392358720302582, 0.9989304542541504, 0.9441707730293274
46, 0.008146045729517937, 0.1876612901687622, 0.9978609681129456, 0.9441707730293274
47, 0.004269914235919714, 0.21293221414089203, 0.9994652271270752, 0.9441707730293274
48, 0.004225057549774647, 0.20630083978176117, 0.9994652271270752, 0.9441707730293274
49, 0.0095823360607028, 0.17165228724479675, 0.9973261952400208, 0.9458128213882446
50, 0.009083696641027927, 0.16159754991531372, 0.9973261952400208, 0.9458128213882446
51, 0.0059137805365026, 0.17490053176879883, 0.9989304542541504, 0.9474548697471619
52, 0.0038563052657991648, 0.18446891009807587, 0.9994652271270752, 0.9441707730293274
53, 0.004621255677193403, 0.18814052641391754, 0.9989304542541504, 0.9458128213882446
54, 0.0034239189699292183, 0.19781601428985596, 0.9994652271270752, 0.9458128213882446
55, 0.009877421893179417, 0.230281263589859, 0.9983957409858704, 0.9458128213882446
56, 0.0030742327217012644, 0.2088850885629654, 1.0, 0.9441707730293274
57, 0.005692560691386461, 0.21144582331180573, 0.9989304542541504, 0.9474548697471619
58, 0.004057144746184349, 0.21415941417217255, 0.9994652271270752, 0.9458128213882446
59, 0.0033737411722540855, 0.22270084917545319, 0.9994652271270752, 0.9458128213882446
60, 0.004388477187603712, 0.24361321330070496, 1.0, 0.9425287246704102
61, 0.0057390849106013775, 0.23352031409740448, 0.9989304542541504, 0.9458128213882446
62, 0.004503990989178419, 0.20399950444698334, 0.9989304542541504, 0.9441707730293274
63, 0.0036858899984508753, 0.2110963761806488, 1.0, 0.9490968585014343
64, 0.004827425349503756, 0.2582348883152008, 0.9994652271270752, 0.9441707730293274
65, 0.00465018954128027, 0.2263728827238083, 0.9994652271270752, 0.9474548697471619
66, 0.0022695334628224373, 0.18992972373962402, 0.9994652271270752, 0.9458128213882446
67, 0.0027937639970332384, 0.22591853141784668, 0.9994652271270752, 0.9474548697471619
68, 0.0025373739190399647, 0.23144714534282684, 0.9994652271270752, 0.9425287246704102
69, 0.0016921907663345337, 0.24984192848205566, 1.0, 0.9441707730293274
70, 0.002208481077104807, 0.25295963883399963, 1.0, 0.9458128213882446
71, 0.0020850691944360733, 0.1964891254901886, 0.9994652271270752, 0.9458128213882446
72, 0.0019587096758186817, 0.20499949157238007, 0.9994652271270752, 0.9474548697471619
73, 0.002194806234911084, 0.20095427334308624, 0.9994652271270752, 0.9425287246704102
74, 0.0015986243961378932, 0.20303766429424286, 1.0, 0.9458128213882446
75, 0.004243719391524792, 0.2053559422492981, 0.9994652271270752, 0.9474548697471619
76, 0.0016645594732835889, 0.22178642451763153, 1.0, 0.9458128213882446
77, 0.0017825859831646085, 0.226973757147789, 1.0, 0.9458128213882446
78, 0.0023772602435201406, 0.24666954576969147, 0.9989304542541504, 0.9441707730293274
79, 0.00288572465069592, 0.2398887574672699, 0.9989304542541504, 0.9441707730293274
80, 0.00198870780877769, 0.24911057949066162, 1.0, 0.9458128213882446
81, 0.0024533604737371206, 0.26706770062446594, 0.9994652271270752, 0.9441707730293274
82, 0.0014922040281817317, 0.2474135011434555, 1.0, 0.9458128213882446
83, 0.0011922939447686076, 0.2526104748249054, 1.0, 0.9458128213882446
84, 0.0014189147623255849, 0.2611701488494873, 1.0, 0.9458128213882446
85, 0.001943592564202845, 0.2685277760028839, 0.9994652271270752, 0.9425287246704102
86, 0.0010152797913178802, 0.2560069262981415, 1.0, 0.9441707730293274
87, 0.003336483845487237, 0.25286927819252014, 0.9994652271270752, 0.9441707730293274
88, 0.0019191426690667868, 0.2481098175048828, 1.0, 0.9425287246704102
89, 0.0017134385416284204, 0.2690216898918152, 0.9994652271270752, 0.9425287246704102
90, 0.0009726172429509461, 0.2581881284713745, 1.0, 0.9408866763114929
91, 0.0019580258522182703, 0.26233750581741333, 1.0, 0.9425287246704102
92, 0.0010810225503519177, 0.2751743793487549, 1.0, 0.9408866763114929
93, 0.001247079693712294, 0.28230607509613037, 1.0, 0.9408866763114929
94, 0.001214800518937409, 0.2916208505630493, 1.0, 0.9408866763114929
95, 0.0009464849717915058, 0.2995033860206604, 1.0, 0.9408866763114929
96, 0.00174840132240206, 0.2977314591407776, 0.9994652271270752, 0.9425287246704102
97, 0.0011509873438626528, 0.2654547095298767, 1.0, 0.9425287246704102
98, 0.001023265067487955, 0.27040645480155945, 1.0, 0.9425287246704102
99, 0.0008345144451595843, 0.2902489900588989, 1.0, 0.9425287246704102
100, 0.0008866124553605914, 0.3070850968360901, 1.0, 0.9425287246704102
