Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.92580646276474 ,0.25378260016441345 ,0.9157894849777222 ,0.266360878944397 ,0.9053876399993896 ,0.2909638285636902, 
