Train Accuracy, Train Loss, Validation Accuracy, Validation Loss, Test Accuracy, Test Loss, 
0.9602150321006775 ,0.17352771759033203 ,0.9284210801124573 ,0.22213749587535858 ,0.9172142148017883 ,0.23973622918128967, 
